"vaccine","demo_group","demo_category","indicator_group","indicator_category","estimate","lower_ci","upper_ci","sample_size","month_label","start_survey","end_survey","dashboard_type","suppression_flag"
"COVID-19","Urbanicity","Rural","Practical issues","Could not find a vaccine",1.0247,0.490195088,2.129449206,733,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Urbanicity","Rural","Practical issues","Have not gotten around to it or had time",5.2132,3.588979337,7.515288106,733,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Urbanicity","Rural","Side effects","Got sick from past vaccine or know someone who did",10.0652,7.952375909,12.6621631,733,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Urbanicity","Rural","Side effects","Concerned about mild side effects",17.5242,14.54942703,20.95803169,733,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Urbanicity","Rural","Side effects","Concerned about possible serious or unknown side effects",39.0679,34.35035011,43.9991739,733,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Urbanicity","Rural","Thinking and feeling","Effectiveness",19.6453,16.69214109,22.97679078,733,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Urbanicity","Rural","Thinking and feeling","Have enough immunity",14.6034,12.25000925,17.3196939,733,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Urbanicity","Rural","Thinking and feeling","Vaccine fatigue",13.3804,10.37515998,17.09005802,733,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Urbanicity","Rural","Thinking and feeling","Do not trust government",26.8846,22.37738474,31.92614683,733,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Urbanicity","Rural","Thinking and feeling","Not concerned about getting sick",26.7271,23.34726253,30.40209493,733,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Urbanicity","Rural","Thinking and feeling","Vaccine is too new",19.6992,16.66820079,23.1284407,733,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Urbanicity","Rural","Thinking and feeling","Did not want to get with another vaccine",3.4286,2.150781972,5.423372568,733,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Urbanicity","Rural","Thinking and feeling","Do not trust pharmaceutical companies",21.915,18.31344021,25.99934197,733,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Urbanicity","Rural","Social processes","No provider recommendation",17.7801,14.17677635,22.06374343,733,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Urbanicity","Rural","Other","Other",1.8663,1.101806227,3.144233305,733,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Urbanicity","Rural","No concerns or issues","No concerns or issues",22.2782,19.14254044,25.76392842,733,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Urbanicity","Rural","Practical issues","Cost",1.924,0.983955396,3.728427804,730,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Urbanicity","Rural","Practical issues","Not eligible/unsure if eligible",0.4632,0.174855578,1.221017128,730,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Urbanicity","Rural","Practical issues","Could not find a vaccine",0.2349,0.057335064,0.95716881,730,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Urbanicity","Rural","Practical issues","Have not gotten around to it or had time",9.3315,7.214579109,11.9894109,730,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Urbanicity","Rural","Side effects","Allergic/other medical reason",2.7202,1.744802312,4.217469049,730,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Urbanicity","Rural","Side effects","Got sick from past vaccine or know someone who did",8.1512,6.101380966,10.8104194,730,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Urbanicity","Rural","Side effects","Concerned about mild side effects",13.8211,10.92370535,17.33741141,730,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Urbanicity","Rural","Side effects","Concerned about possible serious or unknown side effects",17.4393,13.84762092,21.72767862,730,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Urbanicity","Rural","Thinking and feeling","Effectiveness",13.8369,10.94820884,17.33938177,730,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Urbanicity","Rural","Thinking and feeling","Have enough immunity",5.8505,4.157086644,8.174849074,730,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Urbanicity","Rural","Thinking and feeling","Vaccine fatigue",6.5508,4.542159242,9.36055867,730,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Urbanicity","Rural","Thinking and feeling","Do not trust government",14.0243,10.86672088,17.91504659,730,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Urbanicity","Rural","Thinking and feeling","Not concerned about getting sick",24.6537,21.28167159,28.36745996,730,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Urbanicity","Rural","Thinking and feeling","Did not want to get with another vaccine",1.8209,0.998541937,3.29785681,730,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Urbanicity","Rural","Thinking and feeling","Do not trust pharmaceutical companies",18.7094,15.46192173,22.45769454,730,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Urbanicity","Rural","Social processes","No provider recommendation",8.854,6.697108253,11.61900949,730,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Urbanicity","Rural","Other","Other",0.8764,0.401605639,1.901800785,730,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Urbanicity","Rural","No concerns or issues","No concerns or issues",41.491,37.07673757,46.04620955,730,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Rural","Practical issues","Cost",2.4371,0.457374526,11.95712478,201,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Rural","Practical issues","Not eligible/unsure if eligible",0.6348,0.087648933,4.445918477,201,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Rural","Practical issues","Could not find a vaccine",0.6348,0.087648933,4.445918477,201,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Rural","Practical issues","Have not gotten around to it or had time",5.3061,2.955093421,9.347299214,201,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Rural","Side effects","Allergic/other medical reason",0.7582,0.176840511,3.189592974,201,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Rural","Side effects","Got sick from past vaccine or know someone who did",0,NA,NA,201,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Rural","Side effects","Concerned about mild side effects",11.5055,7.86358517,16.53157611,201,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Rural","Side effects","Concerned about possible serious or unknown side effects",21.7045,16.19806544,28.44747425,201,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Rural","Thinking and feeling","Effectiveness",1.7815,0.557006366,5.547573098,201,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Rural","Thinking and feeling","Have enough immunity",1.9654,0.654892957,5.746386114,201,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Rural","Thinking and feeling","Vaccine fatigue",7.4489,4.278279641,12.65844213,201,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Rural","Thinking and feeling","Do not trust government",17.0418,11.54087927,24.44028394,201,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Rural","Thinking and feeling","Do not know enough about RSV or the vaccine",24.8056,18.848863,31.90465448,201,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Rural","Thinking and feeling","Not concerned about getting sick",18.6359,13.28176211,25.51338615,201,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Rural","Thinking and feeling","Did not want to get with another vaccine",2.4671,0.730086629,8.003788192,201,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Rural","Thinking and feeling","Do not trust pharmaceutical companies",18.9011,13.40183091,25.97991642,201,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Rural","Thinking and feeling","Vaccine is too new",14.9257,9.65398045,22.36360279,201,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Rural","Social processes","No provider recommendation",19.1746,13.76755922,26.06338697,201,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Rural","Other","Other",0.4814,0.06642031,3.400305912,201,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Rural","No concerns or issues","No concerns or issues",41.5845,34.36184566,49.18765214,201,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Urbanicity","Suburban","Practical issues","Cost",2.5533,1.721288411,3.771986144,1955,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Urbanicity","Suburban","Practical issues","Not eligible/unsure if eligible",1.3847,0.854790191,2.235807725,1955,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Urbanicity","Suburban","Practical issues","Could not find a vaccine",0.5083,0.289482633,0.890938229,1955,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Urbanicity","Suburban","Practical issues","Have not gotten around to it or had time",5.1719,4.070107874,6.55154826,1955,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Urbanicity","Suburban","Side effects","Allergic/other medical reason",2.2118,1.467255046,3.321510009,1955,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Urbanicity","Suburban","Side effects","Got sick from past vaccine or know someone who did",10.3437,8.757092881,12.17933498,1955,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Urbanicity","Suburban","Side effects","Concerned about mild side effects",19.2963,17.24993096,21.5222752,1955,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Urbanicity","Suburban","Side effects","Concerned about possible serious or unknown side effects",31.1848,28.59686116,33.89578535,1955,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Urbanicity","Suburban","Thinking and feeling","Effectiveness",14.6891,12.8748342,16.71003319,1955,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Urbanicity","Suburban","Thinking and feeling","Have enough immunity",13.1226,11.51370559,14.91849048,1955,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Urbanicity","Suburban","Thinking and feeling","Vaccine fatigue",10.8615,9.323962968,12.6172064,1955,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Urbanicity","Suburban","Thinking and feeling","Do not trust government",18.5281,16.60450938,20.61941406,1955,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Urbanicity","Suburban","Thinking and feeling","Not concerned about getting sick",21.7083,19.68337174,23.8795083,1955,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Urbanicity","Suburban","Thinking and feeling","Did not want to get with another vaccine",3.1872,2.427092628,4.17505376,1955,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Urbanicity","Suburban","Thinking and feeling","Do not trust pharmaceutical companies",16.498,14.50670495,18.70277377,1955,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Urbanicity","Suburban","Thinking and feeling","Vaccine is too new",16.1713,14.18721508,18.3735265,1955,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Urbanicity","Suburban","Social processes","No provider recommendation",13.3649,11.605753,15.34434057,1955,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Urbanicity","Suburban","Other","Other",1.2856,0.819132429,2.012404413,1955,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Urbanicity","Suburban","No concerns or issues","No concerns or issues",32.5136,30.09137194,35.033097,1955,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Urbanicity","Suburban","Practical issues","Cost",1.0763,0.686953662,1.682596846,1951,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Urbanicity","Suburban","Practical issues","Not eligible/unsure if eligible",0.7339,0.408801734,1.314002251,1951,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Urbanicity","Suburban","Practical issues","Could not find a vaccine",0.6818,0.374326261,1.238702665,1951,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Urbanicity","Suburban","Practical issues","Have not gotten around to it or had time",7.8727,6.49610076,9.511436051,1951,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Urbanicity","Suburban","Side effects","Allergic/other medical reason",1.7019,1.080973114,2.669938109,1951,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Urbanicity","Suburban","Side effects","Got sick from past vaccine or know someone who did",7.1212,5.737952301,8.806826374,1951,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Urbanicity","Suburban","Side effects","Concerned about mild side effects",13.4165,11.55442465,15.5260023,1951,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Urbanicity","Suburban","Side effects","Concerned about possible serious or unknown side effects",13.0153,11.26335061,14.99369094,1951,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Urbanicity","Suburban","Thinking and feeling","Effectiveness",9.6214,8.010524515,11.51572772,1951,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Urbanicity","Suburban","Thinking and feeling","Have enough immunity",5.946,4.738484799,7.437273649,1951,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Urbanicity","Suburban","Thinking and feeling","Vaccine fatigue",6.2297,5.058572358,7.650084766,1951,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Urbanicity","Suburban","Thinking and feeling","Do not trust government",11.126,9.557752269,12.91486476,1951,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Urbanicity","Suburban","Thinking and feeling","Not concerned about getting sick",22.1103,19.84545883,24.55433455,1951,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Urbanicity","Suburban","Thinking and feeling","Did not want to get with another vaccine",1.3832,0.860919803,2.215347174,1951,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Urbanicity","Suburban","Thinking and feeling","Do not trust pharmaceutical companies",10.7317,9.220876016,12.45620846,1951,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Urbanicity","Suburban","Social processes","No provider recommendation",7.7989,6.419523387,9.44475394,1951,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Urbanicity","Suburban","Other","Other",0.7424,0.442079116,1.244278308,1951,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Urbanicity","Suburban","No concerns or issues","No concerns or issues",49.1768,46.34160013,52.0174013,1951,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Suburban","Practical issues","Cost",1.8355,0.625294012,5.264148853,454,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Suburban","Practical issues","Not eligible/unsure if eligible",0.8669,0.269269307,2.754567693,454,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Suburban","Practical issues","Could not find a vaccine",0.1186,0.016368696,0.853534624,454,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Suburban","Practical issues","Have not gotten around to it or had time",3.1114,1.790340982,5.354238206,454,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Suburban","Side effects","Allergic/other medical reason",0.3962,0.116333131,1.340094576,454,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Suburban","Side effects","Got sick from past vaccine or know someone who did",0.3216,0.05713637,1.788506014,454,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Suburban","Side effects","Concerned about mild side effects",8.3773,5.863553564,11.83332927,454,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Suburban","Side effects","Concerned about possible serious or unknown side effects",16.1215,12.49430292,20.55426869,454,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Suburban","Thinking and feeling","Effectiveness",0.6012,0.193650007,1.85065131,454,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Suburban","Thinking and feeling","Have enough immunity",1.6675,0.856791793,3.220498931,454,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Suburban","Thinking and feeling","Vaccine fatigue",6.6956,4.417568647,10.02517527,454,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Suburban","Thinking and feeling","Do not trust government",12.3569,9.373540155,16.12080535,454,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Suburban","Thinking and feeling","Do not know enough about RSV or the vaccine",22.0908,18.05413191,26.73549832,454,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Suburban","Thinking and feeling","Not concerned about getting sick",11.9523,8.696799372,16.21001812,454,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Suburban","Thinking and feeling","Did not want to get with another vaccine",4.6011,2.838360792,7.375549412,454,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Suburban","Thinking and feeling","Do not trust pharmaceutical companies",10.0781,7.172521854,13.98345982,454,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Suburban","Thinking and feeling","Vaccine is too new",9.477,6.616975214,13.39585518,454,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Suburban","Social processes","No provider recommendation",24.2776,19.56019106,29.71259084,454,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Suburban","Other","Other",0.5741,0.17771471,1.838380404,454,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Suburban","No concerns or issues","No concerns or issues",49.3395,43.45615013,55.24121103,454,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Urbanicity","Urban","Side effects","Allergic/other medical reason",1.4425,0.793234022,2.609097712,1510,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Urbanicity","Urban","Side effects","Concerned about mild side effects",18.7957,16.56009006,21.25617577,1510,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Urbanicity","Urban","Practical issues","Cost",2.7278,1.943150313,3.816978975,1510,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Urbanicity","Urban","Practical issues","Not eligible/unsure if eligible",2.5808,1.804639525,3.67841043,1510,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Urbanicity","Urban","Practical issues","Could not find a vaccine",1.3455,0.832031292,2.169058985,1510,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Urbanicity","Urban","Practical issues","Have not gotten around to it or had time",9.2354,7.633217906,11.13332518,1510,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Urbanicity","Urban","Side effects","Concerned about possible serious or unknown side effects",28.8537,26.14653327,31.72067817,1510,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Urbanicity","Urban","Side effects","Got sick from past vaccine or know someone who did",7.9819,6.421688813,9.881209383,1510,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Urbanicity","Urban","Thinking and feeling","Effectiveness",10.538,9.024577703,12.27091701,1510,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Urbanicity","Urban","Thinking and feeling","Have enough immunity",12.3209,10.40585854,14.53120409,1510,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Urbanicity","Urban","Thinking and feeling","Vaccine fatigue",12.378,10.38286667,14.69357497,1510,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Urbanicity","Urban","Thinking and feeling","Do not trust government",16.2624,14.00386564,18.8055016,1510,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Urbanicity","Urban","Thinking and feeling","Vaccine is too new",12.0055,10.21075987,14.06619527,1510,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Urbanicity","Urban","Thinking and feeling","Not concerned about getting sick",20.3788,18.08151326,22.88643752,1510,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Urbanicity","Urban","Thinking and feeling","Did not want to get with another vaccine",4.3274,3.17297633,5.876316288,1510,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Urbanicity","Urban","Thinking and feeling","Do not trust pharmaceutical companies",12.8446,10.95848219,15.00068485,1510,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Urbanicity","Urban","Social processes","No provider recommendation",12.939,11.18417643,14.9228425,1510,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Urbanicity","Urban","Other","Other",1.3757,0.87877042,2.147534443,1510,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Urbanicity","Urban","No concerns or issues","No concerns or issues",34.172,31.55465426,36.88949901,1510,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Urbanicity","Urban","Side effects","Allergic/other medical reason",1.838,1.182839352,2.845616087,1506,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Urbanicity","Urban","Thinking and feeling","Effectiveness",9.187,7.587891036,11.08262548,1506,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Urbanicity","Urban","Thinking and feeling","Have enough immunity",6.0934,4.82864481,7.662695201,1506,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Urbanicity","Urban","Practical issues","Cost",2.5735,1.766580638,3.734960908,1506,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Urbanicity","Urban","Practical issues","Not eligible/unsure if eligible",0.8862,0.471800094,1.65839008,1506,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Urbanicity","Urban","Practical issues","Could not find a vaccine",1.0131,0.589638551,1.735296917,1506,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Urbanicity","Urban","Practical issues","Have not gotten around to it or had time",9.2905,7.763080018,11.0824309,1506,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Urbanicity","Urban","Side effects","Got sick from past vaccine or know someone who did",6.8335,5.466173987,8.512141212,1506,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Urbanicity","Urban","Side effects","Concerned about mild side effects",12.6134,10.5506151,15.0117393,1506,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Urbanicity","Urban","Side effects","Concerned about possible serious or unknown side effects",13.2505,11.19612089,15.61544133,1506,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Urbanicity","Urban","Thinking and feeling","Vaccine fatigue",7.1632,5.689514555,8.982240758,1506,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Urbanicity","Urban","Thinking and feeling","Do not trust government",9.7212,8.081509299,11.65131211,1506,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Urbanicity","Urban","Thinking and feeling","Not concerned about getting sick",18.8385,16.62344697,21.27346006,1506,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Urbanicity","Urban","Thinking and feeling","Did not want to get with another vaccine",1.8635,1.142117056,3.026447891,1506,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Urbanicity","Urban","Thinking and feeling","Do not trust pharmaceutical companies",9.1525,7.532479782,11.07925344,1506,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Urbanicity","Urban","Social processes","No provider recommendation",5.4139,4.153977636,7.027928846,1506,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Urbanicity","Urban","Other","Other",1.0272,0.583197404,1.803063715,1506,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Urbanicity","Urban","No concerns or issues","No concerns or issues",50.0653,47.08671331,53.04338216,1506,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Urban","Practical issues","Could not find a vaccine",0.5761,0.122461187,2.665102508,262,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Urban","Practical issues","Have not gotten around to it or had time",5.2716,2.385483435,11.24725713,262,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Urban","Practical issues","Cost",1.198,0.425551168,3.325717199,262,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Urban","Practical issues","Not eligible/unsure if eligible",2.4896,0.904637024,6.664684234,262,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Urban","Side effects","Allergic/other medical reason",0.9593,0.305611601,2.969675655,262,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Urban","Side effects","Got sick from past vaccine or know someone who did",0.2454,0.033967245,1.75049257,262,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Urban","Side effects","Concerned about mild side effects",8.6342,5.521079784,13.25639895,262,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Urbanicity","Urban","Side effects","Concerned about possible serious or unknown side effects",12.6666,8.999550409,17.53996103,262,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
